0.000000000000000000e+00,5.000000000000000000e-01,6.015625000000000000e-01,7.031250000000000000e-01,8.046875000000000000e-01,9.062500000000000000e-01,1.007812500000000000e+00,1.109375000000000000e+00,1.210937500000000000e+00,1.312500000000000000e+00,1.414062500000000000e+00,1.515625000000000000e+00,1.617187500000000000e+00,1.718750000000000000e+00,1.820312500000000000e+00,1.921875000000000000e+00,2.023437500000000000e+00,2.125000000000000000e+00,2.226562500000000000e+00,2.328125000000000000e+00,2.429687500000000000e+00,2.531250000000000000e+00,2.632812500000000000e+00,2.734375000000000000e+00,2.835937500000000000e+00,2.937500000000000000e+00,3.039062500000000000e+00,3.140625000000000000e+00,3.242187500000000000e+00,3.343750000000000000e+00,3.445312500000000000e+00,3.546875000000000000e+00,3.648437500000000000e+00,3.750000000000000000e+00,3.851562500000000000e+00,3.953125000000000000e+00,4.054687500000000000e+00,4.156250000000000000e+00,4.257812500000000000e+00,4.359375000000000000e+00,4.460937500000000000e+00,4.562500000000000000e+00,4.664062500000000000e+00,4.765625000000000000e+00,4.867187500000000000e+00,4.968750000000000000e+00,5.070312500000000000e+00,5.171875000000000000e+00,5.273437500000000000e+00,5.375000000000000000e+00,5.476562500000000000e+00,5.578125000000000000e+00,5.679687500000000000e+00,5.781250000000000000e+00,5.882812500000000000e+00,5.984375000000000000e+00,6.085937500000000000e+00,6.187500000000000000e+00,6.289062500000000000e+00,6.390625000000000000e+00,6.492187500000000000e+00,6.593750000000000000e+00,6.695312500000000000e+00,6.796875000000000000e+00,6.898437500000000000e+00,7.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.448275862068965903e-03,2.602529132206967289e-03,3.761880005904661740e-03,5.130794002040008940e-03,6.707163225278024027e-03,8.488573386838572585e-03,1.047231310286021733e-02,1.265538386445731571e-02,1.503451137523429543e-02,1.760615751146419813e-02,2.036653327127135524e-02,2.331161162714621635e-02,2.643714361859987247e-02,2.973867038541043450e-02,3.321154130418210726e-02,3.685092450378419510e-02,4.065183409643165907e-02,4.460912914056056749e-02,4.871754240465694247e-02,5.297169770288764901e-02,5.736611162752438403e-02,6.189522583885621182e-02,6.655341819873564213e-02,7.133500913417149814e-02,7.623427546894186169e-02,8.124550650440694188e-02,8.636294041646634667e-02,9.158085332195974038e-02,9.689352704664823401e-02,1.022952647308652957e-01,1.077804422973640264e-01,1.133434702178470754e-01,1.189788232845453292e-01,1.246810591000858670e-01,1.304448139627349124e-01,1.362648180384176677e-01,1.421358970405174893e-01,1.480529870879806476e-01,1.540111431050097124e-01,1.600055381493660500e-01,1.660314431672613722e-01,1.720842895198587408e-01,1.781596237163043661e-01,1.842531450939201287e-01,1.903606631965426010e-01,1.964781665510091924e-01,2.026016871855837731e-01,2.087275448655238619e-01,2.148521034765256132e-01,2.209718829340544810e-01,2.270835539689195492e-01,2.331838985933357422e-01,2.392699229415373718e-01,2.453386917787926946e-01,2.513874316141155862e-01,2.574135039343033449e-01,2.634144028665386106e-01,2.693877520625088673e-01,2.753313329808932397e-01,2.812429377239821782e-01,2.871206497962585091e-01,2.929625592503947162e-01,2.987669000059040569e-01,3.045320160813206334e-01,3.102563670939400553e-01,3.159385122978241034e-01
6.896551724137931806e-03,5.205115931803806599e-03,7.523840789524057632e-03,1.026169397659394862e-02,1.341445892720749371e-02,1.697730610189975009e-02,2.094481174469765838e-02,2.531097784716319563e-02,3.006925505696957102e-02,3.521256636067740531e-02,4.073337778408652604e-02,4.662350137682878121e-02,5.287457280581521479e-02,5.947762927531313748e-02,6.642336963586051302e-02,7.370213616853474314e-02,8.130394874494903390e-02,8.921853892665360108e-02,9.743535688193545596e-02,1.059436642389097183e-01,1.147325003540096283e-01,1.237907464367669352e-01,1.331071664259541598e-01,1.426703920073143506e-01,1.524689938518156707e-01,1.624915310531201695e-01,1.727265160333897598e-01,1.831624927266632119e-01,1.937880199063735098e-01,2.045917386565810347e-01,2.155623906277774060e-01,2.266887585086373724e-01,2.379598545952499866e-01,2.493647774538701734e-01,2.608928025180861643e-01,2.725333917823772323e-01,2.842762145805252660e-01,2.961111770120075648e-01,3.080282849973737802e-01,3.200179689447077425e-01,3.320707615812756863e-01,3.441775919028930986e-01,3.563294821563764425e-01,3.685177957500970214e-01,3.807342290702117049e-01,3.929706822471830119e-01,4.052193642238816063e-01,4.174727678329021585e-01,4.297236649153791666e-01,4.419651088270419304e-01,4.541904398894446304e-01,4.663932800207710172e-01,4.785675288586963561e-01,4.907073602647653021e-01,5.028072294329615222e-01,5.148618575768859618e-01,5.268662348343891022e-01,5.388155882960002918e-01,5.507054326206748396e-01,5.625315145555629393e-01,5.742898358625228017e-01,5.859766196191616983e-01,5.975883340480099282e-01,6.091216545119313430e-01,6.205735206572139395e-01,6.319410138092351747e-01
1.034482758620689814e-02,7.807818082085406404e-03,1.128596299093321577e-02,1.539280591416091956e-02,2.012201964317750918e-02,2.546635747436346714e-02,3.141768134082423281e-02,3.796699212170576848e-02,4.510446337863205368e-02,5.281947788721890608e-02,6.110066618671985278e-02,6.993595003399380450e-02,7.931257099341838812e-02,8.921716464787970979e-02,9.963576645224118955e-02,1.105539148964116425e-01,1.219566211165469261e-01,1.338284850124899783e-01,1.461537073637016737e-01,1.589161719111328586e-01,1.720994440424059024e-01,1.856868520434250547e-01,1.996615394438067959e-01,2.140064849798743452e-01,2.287045666257208343e-01,2.437385999092271938e-01,2.590913765561625448e-01,2.747457104603529543e-01,2.906844729994392251e-01,3.068906313199104563e-01,3.233472832144294595e-01,3.400376900765307853e-01,3.569453074204910759e-01,3.740538161198676548e-01,3.913471494401965511e-01,4.088095046880690919e-01,4.264253976498840748e-01,4.441796530220392114e-01,4.620574276873181674e-01,4.800442628437491255e-01,4.981260113143005097e-01,5.162889896006827017e-01,5.345197787736241102e-01,5.528054945357604444e-01,5.711336113662305314e-01,5.894920171371790252e-01,6.078690216750920472e-01,6.262533627144876158e-01,6.446341999150881907e-01,6.630011169548676309e-01,6.813441162069254764e-01,6.996536227066728619e-01,7.179205231231057249e-01,7.361360134958770951e-01,7.542917923062606445e-01,7.723799590108217927e-01,7.903929471857812361e-01,8.083236285819462852e-01,8.261652591079451380e-01,8.439114437862819118e-01,8.615561605819551660e-01,8.790937669348930505e-01,8.965189180973925920e-01,9.138266798727734397e-01,9.310123789359864288e-01,9.480716562568337613e-01
1.379310344827586361e-02,1.041069324370074399e-02,1.504832735552704900e-02,2.052423580615867979e-02,2.682997783797888211e-02,3.395588687761871838e-02,4.189110753715048763e-02,5.062363670671447130e-02,6.014036864191951021e-02,7.042714411138605024e-02,8.146879949239480001e-02,9.324922852490878655e-02,1.057514249918849458e-01,1.189575629058440553e-01,1.328490399371207720e-01,1.474065449732979982e-01,1.626101268914846021e-01,1.784392518162875030e-01,1.948728719498684370e-01,2.118894833466604399e-01,2.294672320345676197e-01,2.475838479876323606e-01,2.662168845844621878e-01,2.853436862535996266e-01,3.049414321144420237e-01,3.249872241880216173e-01,3.454580994128021998e-01,3.663312944197220644e-01,3.875838590283934293e-01,4.091931497925268002e-01,4.311366536722713305e-01,4.533920814106709440e-01,4.759374017503998355e-01,4.987508589023015859e-01,5.218110652501865010e-01,5.450969433824232047e-01,5.685878934733488155e-01,5.922637285518881356e-01,6.161046756113991441e-01,6.400913576267304173e-01,6.642050343494065867e-01,6.884274553084411830e-01,7.127407600464754633e-01,7.371277476186659516e-01,7.615717323686227447e-01,7.860565639211143374e-01,8.105667005712705597e-01,8.350870657322573276e-01,8.596032585852382280e-01,8.841013621412057155e-01,9.085680435732290672e-01,9.329905443583184077e-01,9.573566523172214460e-01,9.816547202911317660e-01,1.005873638685589100e+00,1.030002788672344183e+00,1.054032135489868294e+00,1.077952146969898939e+00,1.101753802178984998e+00,1.125428548175674281e+00,1.148968410095981163e+00,1.172365752547488871e+00,1.195613523332237360e+00,1.218705027688809395e+00,1.241634049732681877e+00,1.264394809776093531e+00
1.724137931034483082e-02,1.301379911395956351e-02,1.881101475256546918e-02,2.565608967973828647e-02,3.353846610967739506e-02,4.244605364607592635e-02,5.236527578992675874e-02,6.328112189292219025e-02,7.517720371925507017e-02,8.803581515836961247e-02,1.018379999121782481e-01,1.165636181639194274e-01,1.321914190679390200e-01,1.486991156959741878e-01,1.660634600704993247e-01,1.842603147456659263e-01,2.032647483513311537e-01,2.230511154009661434e-01,2.435931171651408433e-01,2.648638740993147223e-01,2.868360871828041225e-01,3.094819881149623031e-01,3.327735114552165530e-01,3.566823501320560696e-01,3.811800186058036943e-01,4.062379292259706842e-01,4.318274610691177351e-01,4.579200331611475439e-01,4.844871562252233144e-01,5.115005101559495504e-01,5.389319965987199312e-01,5.667537557418667049e-01,5.949383262886962509e-01,6.234585023611758370e-01,6.522876558444700157e-01,6.813994199783958150e-01,7.107681631579839676e-01,7.403684853659198151e-01,7.701758677901925365e-01,8.001660885666884715e-01,8.303157688014473070e-01,8.606020182355159642e-01,8.910026473791651247e-01,9.214961075327537943e-01,9.520615614649778902e-01,9.826788467688806206e-01,1.013328498790306842e+00,1.043991730764249004e+00,1.074650487824188483e+00,1.105287402125816998e+00,1.135885809021872195e+00,1.166429741526866293e+00,1.196903925430477855e+00,1.227293773956269263e+00,1.257585386769369373e+00,1.287765497804585824e+00,1.317821534206688128e+00,1.347741540933004689e+00,1.377514249470585206e+00,1.407128976774978169e+00,1.436575580198755420e+00,1.465844665897662269e+00,1.494927237856996216e+00,1.523814974529575261e+00,1.552500070266630061e+00,1.580975232935680763e+00
2.068965517241379629e-02,1.561719343166783312e-02,2.257410592747809835e-02,3.078847358999560122e-02,4.024761704817945290e-02,5.093701723759343214e-02,6.284037189141861157e-02,7.593965790890831735e-02,9.021519999011767821e-02,1.056457432569187921e-01,1.222085339600787329e-01,1.398793998898209545e-01,1.586328389432793418e-01,1.784421063326979140e-01,1.992793095838772399e-01,2.211154988587154535e-01,2.439207646019171116e-01,2.676643510586282360e-01,2.923147045910211017e-01,3.178396382360728634e-01,3.442063196320239160e-01,3.713815995119146285e-01,3.993317437755123933e-01,4.280228457564929090e-01,4.574207624365926872e-01,4.874912332963092787e-01,5.181999681179474404e-01,5.495127169505338305e-01,5.813953431012363060e-01,6.138139179201852480e-01,6.467347664068437973e-01,6.801245412369273380e-01,7.139502902717266286e-01,7.481795029270777997e-01,7.827801713389863636e-01,8.177208254255421416e-01,8.529705952635161514e-01,8.884992403128120220e-01,9.242771991371082629e-01,9.602755816100384534e-01,9.964662845098943844e-01,1.032821892985166023e+00,1.069315806416601067e+00,1.105922219537253559e+00,1.142616124407161315e+00,1.179373334526208517e+00,1.216170506043451338e+00,1.252985116345865180e+00,1.289795491202935018e+00,1.326580779397842580e+00,1.363320980626543832e+00,1.399996919711239185e+00,1.436590264163543518e+00,1.473083475628023331e+00,1.509459843295702486e+00,1.545703450327650996e+00,1.581799162073417309e+00,1.617732592459561136e+00,1.653490201302521223e+00,1.689059105261644600e+00,1.724427140110502021e+00,1.759582890534406419e+00,1.794515610290152496e+00,1.829215247717976167e+00,1.863672377001036606e+00,1.897878209656873150e+00
2.413793103448276176e-02,1.822093392483196267e-02,2.633768170930814861e-02,3.592149364182977561e-02,4.695756320751576229e-02,5.942893709617737275e-02,7.331658135082882999e-02,8.859945502745605883e-02,1.052545904704653007e-01,1.232571801023713137e-01,1.425806685905088855e-01,1.631968498732110362e-01,1.850759676073439886e-01,2.081868264118322265e-01,2.324968884275699366e-01,2.579723769803161648e-01,2.845784629143706113e-01,3.122792267228811092e-01,3.410379145901994424e-01,3.708170061259172257e-01,4.015782676342337654e-01,4.332829663267012688e-01,4.658919013890631677e-01,4.993655313386624051e-01,5.336640844844462439e-01,5.687476561235627059e-01,6.045763021788321812e-01,6.411101317134870747e-01,6.783093983459725917e-01,7.161345880007313758e-01,7.545464847465050973e-01,7.935062588894596924e-01,8.329755471440728476e-01,8.729164849391164438e-01,9.132918021046252388e-01,9.540648585624631473e-01,9.951997033340331811e-01,1.036661115107501585e+00,1.078414668607244664e+00,1.120426724077250302e+00,1.162664504843695878e+00,1.205096107701745245e+00,1.247690532240248729e+00,1.290417696270156345e+00,1.333248455481339301e+00,1.376154618640585969e+00,1.419108955825077567e+00,1.462085196308024138e+00,1.505058062602495417e+00,1.548003230084182835e+00,1.590897349425544283e+00,1.633718036174623300e+00,1.676443871680942888e+00,1.719054385573014931e+00,1.761530034096073560e+00,1.803852204911303492e+00,1.846003232912424075e+00,1.887966287354642558e+00,1.929725459254408415e+00,1.971265695415118868e+00,2.012572767210397906e+00,2.053633298251238859e+00,2.094434690673487864e+00,2.134965139987237581e+00,2.175213574249920345e+00,2.215169683778321463e+00
2.758620689655172722e-02,2.082507836834037937e-02,3.010182296145317779e-02,4.105525604514637800e-02,5.366843737134432274e-02,6.792197270381576668e-02,8.379408999090458277e-02,1.012607235793162724e-01,1.202956079559806130e-01,1.408703770329131633e-01,1.629546706961826352e-01,1.865162278766850923e-01,2.115210975511010727e-01,2.379335624026794049e-01,2.657164784938831903e-01,2.948312753641841311e-01,3.252381087502247969e-01,3.568960166709939097e-01,3.897630190240596315e-01,4.237962612303467491e-01,4.589521212153233054e-01,4.951863942846911892e-01,5.324543057015047598e-01,5.707107790961897242e-01,6.099104228733774891e-01,6.500076783641309808e-01,6.909570847806602023e-01,7.327130732223149367e-01,7.752303032456361320e-01,8.184637288518462617e-01,8.623686335298053063e-01,9.069007397573242146e-01,9.520163004065969048e-01,9.976721321723487357e-01,1.043825741559977871e+00,1.090435344485735092e+00,1.137459942065593976e+00,1.184859366834839722e+00,1.232594343109005397e+00,1.280626512117157390e+00,1.328918472702725673e+00,1.377433822324543700e+00,1.426137188681497081e+00,1.474994224535046028e+00,1.523971675411087023e+00,1.573037339515394928e+00,1.622160121797179499e+00,1.671310008642472589e+00,1.720458100191384343e+00,1.769576629940591506e+00,1.818638871299298243e+00,1.867619218599167796e+00,1.916493179211262277e+00,1.965237316775706677e+00,2.013829254804362368e+00,2.062247695114465262e+00,2.110472346679341804e+00,2.158483954235286717e+00,2.206264261623227085e+00,2.253795980720195935e+00,2.301062807851339986e+00,2.348049344893620383e+00,2.394741123171280073e+00,2.441124560413800992e+00,2.487186925035631102e+00,2.532916350093729729e+00
